nu_max_preshift,nu_max_postshift,lag_time_hr,shift_time,regrowth_time,shift_biomass,min_gamma,preshift_growth_rate_hr,postshift_growth_rate_hr,useful_fraction_pre,useful_fraction_post
8.5,5.0,1.6948045100112483,0.8666666666666667,2.561471176677915,1.935e+16,0.21571505712728262,1.6998857143853079,1.2565497471790046,1,1
9.0,5.0,1.6864006426827505,0.85,2.5364006426827506,1.935e+16,0.20618672819270878,1.7508258213868566,1.2565431820958664,1,1
9.5,5.0,1.6937333298933976,0.8166666666666667,2.5103999965600643,1.935e+16,0.2013186473084145,1.7990409408494572,1.2565428998229098,1,1
10.0,5.0,1.692216881808638,0.8,2.492216881808638,1.935e+16,0.19466149819882922,1.8449718804961073,1.2565373315149617,1,1
10.5,5.0,1.6902335738722005,0.7833333333333333,2.4735669072055337,1.935e+16,0.18789653367899803,1.8885511910952706,1.2565239064893834,1,1
11.0,5.0,1.688297797430439,0.7666666666666666,2.4549644640971056,1.935e+16,0.18275495586050375,1.9300628812144758,1.2565210190981497,1,1
11.5,5.0,1.6917428615227346,0.75,2.4417428615227346,1.935e+16,0.17801782129745775,1.9696541661143396,1.256510418625218,1,1
12.0,5.0,1.6924536170546913,0.7333333333333333,2.4257869503880247,1.935e+16,0.17482171620157838,2.0076024324434174,1.256505794956772,1,1
12.5,5.0,1.6802808390367407,0.7333333333333333,2.413614172370074,1.935e+16,0.17241032621671878,2.0437500293440447,1.2565082265073544,1,1
13.0,5.0,1.687258037958883,0.7166666666666667,2.40392470462555,1.935e+16,0.16725898209407292,2.0783383133971345,1.2565155540552781,1,1
13.5,5.0,1.6924152965537778,0.7,2.3924152965537777,1.935e+16,0.16294287872196359,2.1114718855648764,1.2564864841017123,1,1
14.0,5.0,1.6989887619669755,0.6833333333333333,2.382322095300309,1.935e+16,0.162189990896399,2.1432429654240464,1.2564877042602105,1,1
14.5,5.0,1.6872913810003458,0.6833333333333333,2.370624714333679,1.935e+16,0.15741884106867154,2.173890347455962,1.2564758822528574,1,1
15.0,5.0,1.6980481064489985,0.6666666666666666,2.364714773115665,1.935e+16,0.15424544892382105,2.2031907012388685,1.2564673459950908,1,1
15.5,5.0,1.6891795166269792,0.6666666666666666,2.3558461832936457,1.935e+16,0.15237121738804865,2.2313576526284953,1.2564601092019327,1,1
16.0,5.0,1.6969871333146136,0.65,2.3469871333146135,1.935e+16,0.1488551103292134,2.258460913964988,1.2564591610512472,1,1
16.5,5.0,1.6909676776397866,0.65,2.3409676776397865,1.935e+16,0.14733315069255426,2.2845613120598616,1.2564548373564963,1,1
17.0,5.0,1.7029760140346117,0.6333333333333333,2.336309347367945,1.935e+16,0.14491204597417073,2.309715040734771,1.25644993131444,1,1
17.5,5.0,1.6955809615370443,0.6333333333333333,2.3289142948703776,1.935e+16,0.14250178312433118,2.333973668455719,1.256436976770502,1,1
18.0,5.0,1.6881420279610597,0.6333333333333333,2.321475361294393,1.935e+16,0.1421054358002209,2.357553640703426,1.2564330913955502,1,1
18.5,5.0,1.701854969244014,0.6166666666666667,2.3185216359106806,1.935e+16,0.1379691739239309,2.380165955753394,1.2564262139257532,1,1
19.0,5.0,1.6968766419621062,0.6166666666666667,2.313543308628773,1.935e+16,0.13703512451390684,2.40201794653004,1.2564225340962516,1,1
19.5,5.0,1.6908617751128299,0.6166666666666667,2.3075284417794966,1.935e+16,0.1367464766374834,2.4231483698424863,1.2564189406320478,1,1
6.0,5.5,1.526784386091791,1.0666666666666667,2.5934510527584576,1.935e+16,0.29727406575403315,1.3973840798644115,1.3342718876086455,1,1
6.5,5.5,1.526567193252205,1.0166666666666666,2.5432338599188715,1.935e+16,0.28149626239361025,1.4653116003466964,1.3342357637520401,1,1
7.0,5.5,1.5342224755473621,0.9666666666666667,2.500889142214029,1.935e+16,0.2707326926089469,1.5291981746703784,1.3342365955248516,1,1
7.5,5.5,1.5264675690729959,0.9333333333333333,2.459800902406329,1.935e+16,0.2561323158339251,1.5894057113540585,1.3342172750031225,1,1
8.0,5.5,1.5278872768006955,0.9,2.4278872768006954,1.935e+16,0.24600914464938586,1.6462528730955521,1.3342199860548227,1,1
8.5,5.5,1.5315391945570798,0.8666666666666667,2.3982058612237465,1.935e+16,0.2390963971257115,1.6999096889130867,1.334211826425509,1,1
9.0,5.5,1.5241246646055289,0.85,2.374124664605529,1.935e+16,0.22820131161124174,1.7508485691845237,1.3342017382157323,1,1
9.5,5.5,1.5300195127996201,0.8166666666666667,2.3466861794662868,1.935e+16,0.22316195445376932,1.799062699732351,1.3342000386617647,1,1
10.0,5.5,1.5285898094880952,0.8,2.3285898094880952,1.935e+16,0.2149265199488635,1.8449925611714182,1.334185220015311,1,1
10.5,5.5,1.5249608837719277,0.7833333333333333,2.308294217105261,1.935e+16,0.20773776751419665,1.888571012325765,1.3341748881778945,1,1
11.0,5.5,1.525541321153486,0.7666666666666666,2.2922079878201527,1.935e+16,0.20199967727780754,1.930081892293617,1.334175435790715,1,1
11.5,5.5,1.5256901579067632,0.75,2.275690157906763,1.935e+16,0.19706263360087137,1.9696724341739802,1.3341646714626214,1,1
12.0,5.5,1.527921039179534,0.7333333333333333,2.2612543725128673,1.935e+16,0.19324216890805365,2.007619847039682,1.3341571164843071,1,1
12.5,5.5,1.5315256983824805,0.7166666666666667,2.2481923650491473,1.935e+16,0.19107732491697202,2.0437668155290067,1.3341579376660686,1,1
13.0,5.5,1.5183851273565763,0.7166666666666667,2.235051794023243,1.935e+16,0.18527718364427095,2.078354453196277,1.3341491625373512,1,1
13.5,5.5,1.5260943841262489,0.7,2.226094384126249,1.935e+16,0.17999913100633994,2.111487468367386,1.3341489561871271,1,1
14.0,5.5,1.528627271977647,0.6833333333333333,2.2119606053109804,1.935e+16,0.17862058976138342,2.1432580067793863,1.3341403810166101,1,1
14.5,5.5,1.5206509909748755,0.6833333333333333,2.203984324308209,1.935e+16,0.174294020950852,2.173904736261097,1.3341390794847126,1,1
15.0,5.5,1.5301769830776353,0.6666666666666666,2.196843649744302,1.935e+16,0.17033677232663136,2.203204581764214,1.334123462170062,1,1
15.5,5.5,1.5224828287869459,0.6666666666666666,2.1891494954536124,1.935e+16,0.16866637829100478,2.2313710645806606,1.3341203883863793,1,1
16.0,5.5,1.5317079460396426,0.65,2.1817079460396425,1.935e+16,0.16437396998155826,2.25847392328632,1.3341116048411141,1,1
16.5,5.5,1.5223114377879097,0.65,2.1723114377879096,1.935e+16,0.1631880834279004,2.2845738665266833,1.3341325335684593,1,1
17.0,5.5,1.5344166479889036,0.6333333333333333,2.167749981322237,1.935e+16,0.1599576359061519,2.3097272002747085,1.3340977053682972,1,1
17.5,5.5,1.526050897702032,0.6333333333333333,2.1593842310353653,1.935e+16,0.15755107903427654,2.3339854728470497,1.3340942907015216,1,1
18.0,5.5,1.5213655267174917,0.6333333333333333,2.154698860050825,1.935e+16,0.1574700183083297,2.3575649518106516,1.334090562565362,1,1
18.5,5.5,1.5334817293524399,0.6166666666666667,2.1501483960191066,1.935e+16,0.15222550953616207,2.380176983220834,1.334077949347518,1,1
19.0,5.5,1.5274958988262703,0.6166666666666667,2.144162565492937,1.935e+16,0.15168457286492365,2.4020286575731604,1.3341200852655173,1,1
19.5,5.5,1.521914645903502,0.6166666666666667,2.1385813125701687,1.935e+16,0.15153014239918502,2.423158717491365,1.334074361367661,1,1
6.5,6.0,1.3911855419538712,1.0166666666666666,2.407852208620538,1.935e+16,0.30929495496414044,1.4653412783052573,1.4069007960830129,1,1
7.0,6.0,1.4008702977643357,0.9666666666666667,2.3675369644310025,1.935e+16,0.2983992565392388,1.5292262204296472,1.4068819601406692,1,1
